theta_cycle,theta_univ,theta_mu,theta_sigma2
2016,LV,0.009136340578351825,6.7895568123470216e-6
2016,RV,0.013045993174488017,8.30241876419029e-6
2016,Adults,0.03844132572426911,3.788461347931821e-5
